id,scrip,date,instrument_token,tradingsymbol,strike,option_type,expiry,open,high,low,close,volume,oi,spot_close
95263,JIOFIN,2026-08-13,30331394,JIOFIN26AUG252.5PE,252.5,PE,2026-08-25,2.85,5.15,2.6,4.7,5146500,1064550,255.6
95264,JIOFIN,2026-08-13,28790786,JIOFIN26AUG255CE,255,CE,2026-08-25,8.25,11.7,6,6.35,22698650,6030100,255.6
95265,JIOFIN,2026-08-13,28791042,JIOFIN26AUG255PE,255,PE,2026-08-25,4.55,6.4,3.15,5.9,14053000,3409850,255.6
95266,JIOFIN,2026-08-13,30331650,JIOFIN26AUG257.5CE,257.5,CE,2026-08-25,8,10,4.9,5.2,18525050,4493200,255.6
95267,JIOFIN,2026-08-13,30331906,JIOFIN26AUG257.5PE,257.5,PE,2026-08-25,5.45,7.85,4,7.4,7099350,2225450,255.6
95268,JIOFIN,2026-08-13,28791298,JIOFIN26AUG260CE,260,CE,2026-08-25,6.9,8.7,4.1,4.4,85455400,26768850,255.6
95269,JIOFIN,2026-08-13,28791554,JIOFIN26AUG260PE,260,PE,2026-08-25,5.9,9.35,5.05,9,16623900,6528300,255.6
95270,JIOFIN,2026-08-13,30332162,JIOFIN26AUG262.5CE,262.5,CE,2026-08-25,6,7.7,3.3,3.7,20741100,3807000,255.6
95271,JIOFIN,2026-08-13,30332674,JIOFIN26AUG262.5PE,262.5,PE,2026-08-25,8.2,11,6.8,10.7,4051400,1137400,255.6
95272,JIOFIN,2026-08-13,28791810,JIOFIN26AUG265CE,265,CE,2026-08-25,5.05,6.45,2.75,3.05,33527450,9557450,255.6
95273,JIOFIN,2026-08-13,28792066,JIOFIN26AUG265PE,265,PE,2026-08-25,8.25,12.75,7.85,12.55,2425200,1637950,255.6
95274,JIOFIN,2026-08-13,30332930,JIOFIN26AUG267.5CE,267.5,CE,2026-08-25,4.65,5.45,2.3,2.5,13728700,4208850,255.6
95275,JIOFIN,2026-08-13,30333186,JIOFIN26AUG267.5PE,267.5,PE,2026-08-25,12.5,14.85,11.25,14.65,439450,827200,255.6
95276,JIOFIN,2026-08-13,28792322,JIOFIN26AUG270CE,270,CE,2026-08-25,3.65,4.7,1.9,2.1,49211350,15987050,255.6
95277,JIOFIN,2026-08-13,28792578,JIOFIN26AUG270PE,270,PE,2026-08-25,11.6,16.8,11.05,16.7,1670850,2533300,255.6
95278,JIOFIN,2026-08-13,30333442,JIOFIN26AUG272.5CE,272.5,CE,2026-08-25,3.25,3.95,1.6,1.7,5191150,733200,255.6
95279,JIOFIN,2026-08-13,30333698,JIOFIN26AUG272.5PE,272.5,PE,2026-08-25,18.25,18.25,18.25,18.25,0,213850,255.6
95280,JIOFIN,2026-08-13,28792834,JIOFIN26AUG275CE,275,CE,2026-08-25,4.9,4.9,1.3,1.45,12422100,6415500,255.6
95281,JIOFIN,2026-08-13,28793090,JIOFIN26AUG275PE,275,PE,2026-08-25,19.8,21.1,17,21.1,9400,267900,255.6
95282,JIOFIN,2026-08-13,30333954,JIOFIN26AUG277.5CE,277.5,CE,2026-08-25,1.85,2.9,1.05,1.2,2657850,742600,255.6
95283,JIOFIN,2026-08-13,30334210,JIOFIN26AUG277.5PE,277.5,PE,2026-08-25,40.99,40.99,40.99,40.99,0,0,255.6
95284,JIOFIN,2026-08-13,28793346,JIOFIN26AUG280CE,280,CE,2026-08-25,2.5,3.05,0.9,1,21307450,9961650,255.6
95285,JIOFIN,2026-08-13,28793858,JIOFIN26AUG280PE,280,PE,2026-08-25,21,25.15,19,25.15,145700,4258200,255.6
95286,JIOFIN,2026-08-13,30334466,JIOFIN26AUG282.5CE,282.5,CE,2026-08-25,2,2.15,0.8,0.85,1167950,707350,255.6
95287,JIOFIN,2026-08-13,30334978,JIOFIN26AUG282.5PE,282.5,PE,2026-08-25,27.8,27.8,26.8,26.8,4700,662700,255.6
95288,JIOFIN,2026-08-13,28794626,JIOFIN26AUG285CE,285,CE,2026-08-25,0.95,1.85,0.7,0.75,5813900,3329950,255.6
95289,JIOFIN,2026-08-13,28805890,JIOFIN26AUG285PE,285,PE,2026-08-25,27,29.55,26.6,29.05,11750,65800,255.6
95290,JIOFIN,2026-08-13,30335234,JIOFIN26AUG287.5CE,287.5,CE,2026-08-25,0.75,1,0.6,0.7,244400,204450,255.6
95291,JIOFIN,2026-08-13,30336002,JIOFIN26AUG287.5PE,287.5,PE,2026-08-25,49.89,49.89,49.89,49.89,0,0,255.6
95292,JIOFIN,2026-08-13,28806146,JIOFIN26AUG290CE,290,CE,2026-08-25,1,1.9,0.45,0.55,8774900,3376950,255.6
95293,JIOFIN,2026-08-13,28807682,JIOFIN26AUG290PE,290,PE,2026-08-25,34.7,34.7,34.7,34.7,0,204450,255.6
95294,JIOFIN,2026-08-13,28807938,JIOFIN26AUG295CE,295,CE,2026-08-25,1.05,1.15,0.35,0.45,3200700,996400,255.6
95295,JIOFIN,2026-08-13,28825602,JIOFIN26AUG295PE,295,PE,2026-08-25,30,30,30,30,0,23500,255.6
95296,JIOFIN,2026-08-13,28825858,JIOFIN26AUG300CE,300,CE,2026-08-25,0.5,1.05,0.25,0.35,8034650,2702500,255.6
95297,JIOFIN,2026-08-13,28826114,JIOFIN26AUG300PE,300,PE,2026-08-25,45.2,45.2,45.2,45.2,0,392450,255.6
95298,JIOFIN,2026-08-14,28780034,JIOFIN26AUG195PE,195,PE,2026-08-25,0.05,0.1,0.05,0.1,7050,141000,249.05
95299,JIOFIN,2026-08-14,28780290,JIOFIN26AUG200CE,200,CE,2026-08-25,52.5,52.65,51.2,51.25,21150,202100,249.05
95300,JIOFIN,2026-08-14,28780546,JIOFIN26AUG200PE,200,PE,2026-08-25,0.15,0.15,0.05,0.1,192700,554600,249.05
95301,JIOFIN,2026-08-14,30315266,JIOFIN26AUG202.5PE,202.5,PE,2026-08-25,0.15,0.15,0.15,0.15,0,4700,249.05
95302,JIOFIN,2026-08-14,28781058,JIOFIN26AUG205PE,205,PE,2026-08-25,0.15,0.15,0.1,0.1,9400,49350,249.05
95303,JIOFIN,2026-08-14,28781314,JIOFIN26AUG210CE,210,CE,2026-08-25,45.7,45.7,45.7,45.7,0,129250,249.05
95304,JIOFIN,2026-08-14,28781826,JIOFIN26AUG210PE,210,PE,2026-08-25,0.15,0.15,0.15,0.15,35250,721450,249.05
95305,JIOFIN,2026-08-14,30326530,JIOFIN26AUG212.5CE,212.5,CE,2026-08-25,39.89,39.89,39.89,39.89,0,7050,249.05
95306,JIOFIN,2026-08-14,28782082,JIOFIN26AUG215CE,215,CE,2026-08-25,33.5,33.5,33.5,33.5,0,2350,249.05
95307,JIOFIN,2026-08-14,28783362,JIOFIN26AUG215PE,215,PE,2026-08-25,0.1,0.1,0.1,0.1,9400,279650,249.05
95308,JIOFIN,2026-08-14,30327298,JIOFIN26AUG217.5PE,217.5,PE,2026-08-25,0.2,0.2,0.1,0.1,30550,110450,249.05
95309,JIOFIN,2026-08-14,28783618,JIOFIN26AUG220CE,220,CE,2026-08-25,33.1,33.1,28.75,28.85,30550,383050,249.05
95310,JIOFIN,2026-08-14,28783874,JIOFIN26AUG220PE,220,PE,2026-08-25,0.25,0.3,0.2,0.25,376000,2044500,249.05
95311,JIOFIN,2026-08-14,30327554,JIOFIN26AUG222.5CE,222.5,CE,2026-08-25,41,41,41,41,0,11750,249.05
95312,JIOFIN,2026-08-14,30327810,JIOFIN26AUG222.5PE,222.5,PE,2026-08-25,0.25,0.25,0.2,0.25,11750,89300,249.05
95313,JIOFIN,2026-08-14,28784130,JIOFIN26AUG225CE,225,CE,2026-08-25,28.5,28.5,28.5,28.5,0,408900,249.05
95314,JIOFIN,2026-08-14,28784386,JIOFIN26AUG225PE,225,PE,2026-08-25,0.25,0.45,0.25,0.35,141000,1196150,249.05
95315,JIOFIN,2026-08-14,30328066,JIOFIN26AUG227.5CE,227.5,CE,2026-08-25,32.3,32.3,32.3,32.3,0,58750,249.05
95316,JIOFIN,2026-08-14,30328322,JIOFIN26AUG227.5PE,227.5,PE,2026-08-25,0.35,0.45,0.3,0.35,35250,256150,249.05
95317,JIOFIN,2026-08-14,28784642,JIOFIN26AUG230CE,230,CE,2026-08-25,23.7,23.7,19.05,19.8,385400,2373500,249.05
95318,JIOFIN,2026-08-14,28784898,JIOFIN26AUG230PE,230,PE,2026-08-25,0.55,0.6,0.4,0.5,1355950,4251150,249.05
95319,JIOFIN,2026-08-14,30329090,JIOFIN26AUG232.5CE,232.5,CE,2026-08-25,18.6,18.9,18,18,23500,446500,249.05
95320,JIOFIN,2026-08-14,30329346,JIOFIN26AUG232.5PE,232.5,PE,2026-08-25,0.55,0.65,0.45,0.65,136300,404200,249.05
95321,JIOFIN,2026-08-14,28785154,JIOFIN26AUG235CE,235,CE,2026-08-25,16.5,16.75,14.3,14.95,108100,3466250,249.05
95322,JIOFIN,2026-08-14,28787458,JIOFIN26AUG235PE,235,PE,2026-08-25,0.8,0.95,0.65,0.85,890650,5637650,249.05
95323,JIOFIN,2026-08-14,30329602,JIOFIN26AUG237.5CE,237.5,CE,2026-08-25,13.75,13.75,13.25,13.45,7050,517000,249.05
95324,JIOFIN,2026-08-14,30329858,JIOFIN26AUG237.5PE,237.5,PE,2026-08-25,1,1.25,0.9,1.05,1299550,1055150,249.05
95325,JIOFIN,2026-08-14,28787714,JIOFIN26AUG240CE,240,CE,2026-08-25,15.25,15.25,10.15,10.7,2244250,4864500,249.05
95326,JIOFIN,2026-08-14,28787970,JIOFIN26AUG240PE,240,PE,2026-08-25,1.35,1.8,1.1,1.6,5200550,6328550,249.05
95327,JIOFIN,2026-08-14,30330114,JIOFIN26AUG242.5CE,242.5,CE,2026-08-25,10.5,10.85,8.4,8.55,70500,690900,249.05
95328,JIOFIN,2026-08-14,30330370,JIOFIN26AUG242.5PE,242.5,PE,2026-08-25,1.8,2.5,1.55,2.35,1616800,1024600,249.05
95329,JIOFIN,2026-08-14,28788226,JIOFIN26AUG245CE,245,CE,2026-08-25,11.15,11.15,6.75,7.3,2093850,1541600,249.05
95330,JIOFIN,2026-08-14,28789506,JIOFIN26AUG245PE,245,PE,2026-08-25,2.25,3.45,2,3.1,5684650,5503700,249.05
95331,JIOFIN,2026-08-14,30330626,JIOFIN26AUG247.5CE,247.5,CE,2026-08-25,9.75,9.75,5.4,5.95,1212600,1175000,249.05
95332,JIOFIN,2026-08-14,30330882,JIOFIN26AUG247.5PE,247.5,PE,2026-08-25,2.85,4.6,2.8,4.35,2225450,1057500,249.05
95333,JIOFIN,2026-08-14,28789762,JIOFIN26AUG250CE,250,CE,2026-08-25,9.2,9.2,2.55,4.8,16891800,14753300,249.05
95334,JIOFIN,2026-08-14,28790530,JIOFIN26AUG250PE,250,PE,2026-08-25,3.8,6,2.75,5.55,9442300,7693900,249.05
95335,JIOFIN,2026-08-14,30331138,JIOFIN26AUG252.5CE,252.5,CE,2026-08-25,7.75,7.75,3.4,3.85,7141650,2730700,249.05
95336,JIOFIN,2026-08-14,30331394,JIOFIN26AUG252.5PE,252.5,PE,2026-08-25,5.35,7.6,4.8,7.15,2516850,1210250,249.05
95337,JIOFIN,2026-08-14,28790786,JIOFIN26AUG255CE,255,CE,2026-08-25,6.3,6.5,2.65,3,13343300,8126300,249.05
95338,JIOFIN,2026-08-14,28791042,JIOFIN26AUG255PE,255,PE,2026-08-25,6.5,9.5,6.05,8.9,3494450,3066750,249.05
95339,JIOFIN,2026-08-14,30331650,JIOFIN26AUG257.5CE,257.5,CE,2026-08-25,5.3,5.35,2.15,2.45,6034800,4707050,249.05
95340,JIOFIN,2026-08-14,30331906,JIOFIN26AUG257.5PE,257.5,PE,2026-08-25,8.5,11.15,8.15,10.65,827200,2103250,249.05
95341,JIOFIN,2026-08-14,28791298,JIOFIN26AUG260CE,260,CE,2026-08-25,4.3,4.7,1.7,1.95,27779350,27504400,249.05
95342,JIOFIN,2026-08-14,28791554,JIOFIN26AUG260PE,260,PE,2026-08-25,9.35,13.2,9.2,12.8,1464050,6260400,249.05
95343,JIOFIN,2026-08-14,30332162,JIOFIN26AUG262.5CE,262.5,CE,2026-08-25,3.3,3.3,1.4,1.65,5792750,3393400,249.05
95344,JIOFIN,2026-08-14,30332674,JIOFIN26AUG262.5PE,262.5,PE,2026-08-25,12.15,15.4,12.15,14.9,324300,991700,249.05
95345,JIOFIN,2026-08-14,28791810,JIOFIN26AUG265CE,265,CE,2026-08-25,2.55,2.7,1.1,1.35,13317450,9082750,249.05
95346,JIOFIN,2026-08-14,28792066,JIOFIN26AUG265PE,265,PE,2026-08-25,13.5,17.65,13.15,17.15,286700,1515750,249.05
95347,JIOFIN,2026-08-14,30332930,JIOFIN26AUG267.5CE,267.5,CE,2026-08-25,2.6,2.6,0.9,1.1,3459200,4293450,249.05
95348,JIOFIN,2026-08-14,30333186,JIOFIN26AUG267.5PE,267.5,PE,2026-08-25,18.05,20.05,17.65,19.35,82250,775500,249.05
95349,JIOFIN,2026-08-14,28792322,JIOFIN26AUG270CE,270,CE,2026-08-25,2.1,2.55,0.75,0.9,12969650,15655700,249.05
95350,JIOFIN,2026-08-14,28792578,JIOFIN26AUG270PE,270,PE,2026-08-25,18.5,22.3,18.5,21.65,235000,2486300,249.05
95351,JIOFIN,2026-08-14,30333442,JIOFIN26AUG272.5CE,272.5,CE,2026-08-25,1.2,1.4,0.65,0.8,728500,643900,249.05
95352,JIOFIN,2026-08-14,30333698,JIOFIN26AUG272.5PE,272.5,PE,2026-08-25,21,24.5,21,24.5,16450,197400,249.05
95353,JIOFIN,2026-08-14,28792834,JIOFIN26AUG275CE,275,CE,2026-08-25,1.25,1.25,0.55,0.65,5957250,6401400,249.05
95354,JIOFIN,2026-08-14,28793090,JIOFIN26AUG275PE,275,PE,2026-08-25,25.05,25.05,25.05,25.05,2350,267900,249.05
95355,JIOFIN,2026-08-14,30333954,JIOFIN26AUG277.5CE,277.5,CE,2026-08-25,0.85,0.85,0.5,0.6,714400,519350,249.05
95356,JIOFIN,2026-08-14,30334210,JIOFIN26AUG277.5PE,277.5,PE,2026-08-25,40.99,40.99,40.99,40.99,0,0,249.05
95357,JIOFIN,2026-08-14,28793346,JIOFIN26AUG280CE,280,CE,2026-08-25,0.95,0.95,0.4,0.45,7670400,9216700,249.05
95358,JIOFIN,2026-08-14,28793858,JIOFIN26AUG280PE,280,PE,2026-08-25,27.8,31.65,27.8,31.65,58750,4241750,249.05
95359,JIOFIN,2026-08-14,30334466,JIOFIN26AUG282.5CE,282.5,CE,2026-08-25,0.9,0.9,0.35,0.45,472350,695600,249.05
95360,JIOFIN,2026-08-14,30334978,JIOFIN26AUG282.5PE,282.5,PE,2026-08-25,30.9,30.9,30.9,30.9,2350,665050,249.05
95361,JIOFIN,2026-08-14,28794626,JIOFIN26AUG285CE,285,CE,2026-08-25,0.6,0.6,0.3,0.4,2660200,3609600,249.05
95362,JIOFIN,2026-08-14,28805890,JIOFIN26AUG285PE,285,PE,2026-08-25,29.05,29.05,29.05,29.05,0,65800,249.05
95363,JIOFIN,2026-08-14,30335234,JIOFIN26AUG287.5CE,287.5,CE,2026-08-25,0.45,0.45,0.3,0.3,75200,232650,249.05
95364,JIOFIN,2026-08-14,30336002,JIOFIN26AUG287.5PE,287.5,PE,2026-08-25,49.89,49.89,49.89,49.89,0,0,249.05
95365,JIOFIN,2026-08-14,28806146,JIOFIN26AUG290CE,290,CE,2026-08-25,0.5,0.5,0.25,0.25,3320550,3475650,249.05
95366,JIOFIN,2026-08-14,28807682,JIOFIN26AUG290PE,290,PE,2026-08-25,38.25,38.25,38.25,38.25,2350,204450,249.05
95367,JIOFIN,2026-08-14,28807938,JIOFIN26AUG295CE,295,CE,2026-08-25,0.35,0.35,0.2,0.2,909450,1099800,249.05
95368,JIOFIN,2026-08-14,28825602,JIOFIN26AUG295PE,295,PE,2026-08-25,30,30,30,30,0,23500,249.05
95369,JIOFIN,2026-08-14,28825858,JIOFIN26AUG300CE,300,CE,2026-08-25,0.35,0.35,0.15,0.2,3024450,2758900,249.05
95370,JIOFIN,2026-08-14,28826114,JIOFIN26AUG300PE,300,PE,2026-08-25,45.2,45.2,45.2,45.2,0,392450,249.05
95371,JIOFIN,2026-08-17,28780034,JIOFIN26AUG195PE,195,PE,2026-08-25,0.1,0.1,0.1,0.1,0,141000,249.75
95372,JIOFIN,2026-08-17,28780290,JIOFIN26AUG200CE,200,CE,2026-08-25,50.2,50.35,49.3,49.45,30550,195050,249.75
95373,JIOFIN,2026-08-17,28780546,JIOFIN26AUG200PE,200,PE,2026-08-25,0.1,0.1,0.1,0.1,18800,542850,249.75
95374,JIOFIN,2026-08-17,30315266,JIOFIN26AUG202.5PE,202.5,PE,2026-08-25,0.15,0.15,0.15,0.15,0,4700,249.75
95375,JIOFIN,2026-08-17,28781058,JIOFIN26AUG205PE,205,PE,2026-08-25,0.1,0.1,0.1,0.1,2350,49350,249.75
95376,JIOFIN,2026-08-17,28781314,JIOFIN26AUG210CE,210,CE,2026-08-25,37.55,37.55,37.55,37.55,7050,136300,249.75
95377,JIOFIN,2026-08-17,28781826,JIOFIN26AUG210PE,210,PE,2026-08-25,0.1,0.15,0.1,0.1,117500,697950,249.75
95378,JIOFIN,2026-08-17,30326530,JIOFIN26AUG212.5CE,212.5,CE,2026-08-25,39.89,39.89,39.89,39.89,0,7050,249.75
95379,JIOFIN,2026-08-17,28782082,JIOFIN26AUG215CE,215,CE,2026-08-25,33.5,33.5,33.5,33.5,0,2350,249.75
95380,JIOFIN,2026-08-17,28783362,JIOFIN26AUG215PE,215,PE,2026-08-25,0.1,0.15,0.05,0.15,51700,282000,249.75
95381,JIOFIN,2026-08-17,30327298,JIOFIN26AUG217.5PE,217.5,PE,2026-08-25,0.1,0.1,0.1,0.1,0,110450,249.75
95382,JIOFIN,2026-08-17,28783618,JIOFIN26AUG220CE,220,CE,2026-08-25,27,27,26.9,27,9400,385400,249.75
95383,JIOFIN,2026-08-17,28783874,JIOFIN26AUG220PE,220,PE,2026-08-25,0.2,0.25,0.15,0.15,404200,2143200,249.75
95384,JIOFIN,2026-08-17,30327554,JIOFIN26AUG222.5CE,222.5,CE,2026-08-25,41,41,41,41,0,11750,249.75
95385,JIOFIN,2026-08-17,30327810,JIOFIN26AUG222.5PE,222.5,PE,2026-08-25,0.25,0.25,0.25,0.25,0,89300,249.75
95386,JIOFIN,2026-08-17,28784130,JIOFIN26AUG225CE,225,CE,2026-08-25,22.8,24.8,21.25,24.8,25850,399500,249.75
95387,JIOFIN,2026-08-17,28784386,JIOFIN26AUG225PE,225,PE,2026-08-25,0.3,0.35,0.2,0.25,242050,1177350,249.75
95388,JIOFIN,2026-08-17,30328066,JIOFIN26AUG227.5CE,227.5,CE,2026-08-25,32.3,32.3,32.3,32.3,0,58750,249.75
95389,JIOFIN,2026-08-17,30328322,JIOFIN26AUG227.5PE,227.5,PE,2026-08-25,0.4,0.4,0.2,0.3,14100,253800,249.75
95390,JIOFIN,2026-08-17,28784642,JIOFIN26AUG230CE,230,CE,2026-08-25,16.6,19.95,16.3,19.8,188000,2333550,249.75
95391,JIOFIN,2026-08-17,28784898,JIOFIN26AUG230PE,230,PE,2026-08-25,0.5,0.55,0.3,0.3,1109200,4512000,249.75
95392,JIOFIN,2026-08-17,30329090,JIOFIN26AUG232.5CE,232.5,CE,2026-08-25,14.55,17.7,13.95,17.7,152750,338400,249.75
95393,JIOFIN,2026-08-17,30329346,JIOFIN26AUG232.5PE,232.5,PE,2026-08-25,0.8,0.8,0.4,0.4,166850,408900,249.75
95394,JIOFIN,2026-08-17,28785154,JIOFIN26AUG235CE,235,CE,2026-08-25,14,15.5,11.7,15.05,401850,3308800,249.75
95395,JIOFIN,2026-08-17,28787458,JIOFIN26AUG235PE,235,PE,2026-08-25,0.9,1.15,0.5,0.55,1445250,5510750,249.75
95396,JIOFIN,2026-08-17,30329602,JIOFIN26AUG237.5CE,237.5,CE,2026-08-25,10.7,12.95,10.1,12.7,58750,531100,249.75
95397,JIOFIN,2026-08-17,30329858,JIOFIN26AUG237.5PE,237.5,PE,2026-08-25,1.25,1.55,0.7,0.8,1207900,1128000,249.75
95398,JIOFIN,2026-08-17,28787714,JIOFIN26AUG240CE,240,CE,2026-08-25,9.75,11,7.75,10.7,1515750,4617750,249.75
95399,JIOFIN,2026-08-17,28787970,JIOFIN26AUG240PE,240,PE,2026-08-25,1.75,2.2,1,1.1,3919800,6126450,249.75
95400,JIOFIN,2026-08-17,30330114,JIOFIN26AUG242.5CE,242.5,CE,2026-08-25,6.95,9.05,6.25,8.75,423000,665050,249.75
95401,JIOFIN,2026-08-17,30330370,JIOFIN26AUG242.5PE,242.5,PE,2026-08-25,2.5,3.1,1.5,1.6,1341850,1022250,249.75
95402,JIOFIN,2026-08-17,28788226,JIOFIN26AUG245CE,245,CE,2026-08-25,8,8,4.85,7,5835050,1835350,249.75
95403,JIOFIN,2026-08-17,28789506,JIOFIN26AUG245PE,245,PE,2026-08-25,3.1,4.25,2.2,2.35,5256950,5757500,249.75
95404,JIOFIN,2026-08-17,30330626,JIOFIN26AUG247.5CE,247.5,CE,2026-08-25,5.05,5.75,3.8,5.5,4490850,1583900,249.75
95405,JIOFIN,2026-08-17,30330882,JIOFIN26AUG247.5PE,247.5,PE,2026-08-25,5,5.65,3.15,3.4,3104350,1508700,249.75
95406,JIOFIN,2026-08-17,28789762,JIOFIN26AUG250CE,250,CE,2026-08-25,4.45,4.6,2.95,4.25,20788100,14711000,249.75
95407,JIOFIN,2026-08-17,28790530,JIOFIN26AUG250PE,250,PE,2026-08-25,5.8,7.3,4.4,4.65,5785700,7388400,249.75
95408,JIOFIN,2026-08-17,30331138,JIOFIN26AUG252.5CE,252.5,CE,2026-08-25,3.2,3.85,2.3,3.25,5390900,2345300,249.75
95409,JIOFIN,2026-08-17,30331394,JIOFIN26AUG252.5PE,252.5,PE,2026-08-25,7.9,9.15,5.95,6.25,611000,1144450,249.75
95410,JIOFIN,2026-08-17,28790786,JIOFIN26AUG255CE,255,CE,2026-08-25,2.85,2.9,1.75,2.6,15486500,9390600,249.75
95411,JIOFIN,2026-08-17,28791042,JIOFIN26AUG255PE,255,PE,2026-08-25,9.8,11.15,7.65,8.05,1135050,2897550,249.75
95412,JIOFIN,2026-08-17,30331650,JIOFIN26AUG257.5CE,257.5,CE,2026-08-25,1.75,2.25,1.35,2.05,5226400,4345150,249.75
95413,JIOFIN,2026-08-17,30331906,JIOFIN26AUG257.5PE,257.5,PE,2026-08-25,12.65,13.15,9.65,9.9,425350,1922300,249.75
95414,JIOFIN,2026-08-17,28791298,JIOFIN26AUG260CE,260,CE,2026-08-25,1.85,1.85,0.75,1.65,22099400,27370450,249.75
95415,JIOFIN,2026-08-17,28791554,JIOFIN26AUG260PE,260,PE,2026-08-25,14.95,15.45,11.6,12,1179700,5698750,249.75
95416,JIOFIN,2026-08-17,30332162,JIOFIN26AUG262.5CE,262.5,CE,2026-08-25,1.2,1.4,0.85,1.3,2519200,3120800,249.75
95417,JIOFIN,2026-08-17,30332674,JIOFIN26AUG262.5PE,262.5,PE,2026-08-25,17.5,17.6,13.9,14.2,152750,942350,249.75
95418,JIOFIN,2026-08-17,28791810,JIOFIN26AUG265CE,265,CE,2026-08-25,0.9,1.2,0.7,1,6674000,8784300,249.75
95419,JIOFIN,2026-08-17,28792066,JIOFIN26AUG265PE,265,PE,2026-08-25,19.15,20,17.25,17.25,77550,1468750,249.75
95420,JIOFIN,2026-08-17,30332930,JIOFIN26AUG267.5CE,267.5,CE,2026-08-25,1.1,1.1,0.55,0.85,1473450,4328700,249.75
95421,JIOFIN,2026-08-17,30333186,JIOFIN26AUG267.5PE,267.5,PE,2026-08-25,21.75,22.35,18.45,18.7,479400,777850,249.75
95422,JIOFIN,2026-08-17,28792322,JIOFIN26AUG270CE,270,CE,2026-08-25,0.7,0.8,0.5,0.7,16348950,16062250,249.75
95423,JIOFIN,2026-08-17,28792578,JIOFIN26AUG270PE,270,PE,2026-08-25,23.55,24.6,20.85,20.85,225600,2357050,249.75
95424,JIOFIN,2026-08-17,30333442,JIOFIN26AUG272.5CE,272.5,CE,2026-08-25,0.5,0.6,0.4,0.6,324300,660350,249.75
95425,JIOFIN,2026-08-17,30333698,JIOFIN26AUG272.5PE,272.5,PE,2026-08-25,24.5,24.5,24.5,24.5,0,197400,249.75
95426,JIOFIN,2026-08-17,28792834,JIOFIN26AUG275CE,275,CE,2026-08-25,0.55,0.55,0.35,0.45,4526100,6547100,249.75
95427,JIOFIN,2026-08-17,28793090,JIOFIN26AUG275PE,275,PE,2026-08-25,28.5,29.3,28.25,28.85,49350,225600,249.75
95428,JIOFIN,2026-08-17,30333954,JIOFIN26AUG277.5CE,277.5,CE,2026-08-25,0.35,0.45,0.3,0.4,307850,437100,249.75
95429,JIOFIN,2026-08-17,30334210,JIOFIN26AUG277.5PE,277.5,PE,2026-08-25,40.99,40.99,40.99,40.99,0,0,249.75
95430,JIOFIN,2026-08-17,28793346,JIOFIN26AUG280CE,280,CE,2026-08-25,0.45,0.45,0.25,0.35,8131000,9197900,249.75
95431,JIOFIN,2026-08-17,28793858,JIOFIN26AUG280PE,280,PE,2026-08-25,34,34,30.4,30.6,37600,4227650,249.75
95432,JIOFIN,2026-08-17,30334466,JIOFIN26AUG282.5CE,282.5,CE,2026-08-25,0.3,0.3,0.2,0.25,122200,643900,249.75
95433,JIOFIN,2026-08-17,30334978,JIOFIN26AUG282.5PE,282.5,PE,2026-08-25,30.9,30.9,30.9,30.9,0,665050,249.75
95434,JIOFIN,2026-08-17,28794626,JIOFIN26AUG285CE,285,CE,2026-08-25,0.3,0.3,0.2,0.25,3247700,3649550,249.75
95435,JIOFIN,2026-08-17,28805890,JIOFIN26AUG285PE,285,PE,2026-08-25,35.25,35.25,35.25,35.25,2350,65800,249.75
95436,JIOFIN,2026-08-17,30335234,JIOFIN26AUG287.5CE,287.5,CE,2026-08-25,0.2,0.2,0.2,0.2,18800,216200,249.75
95437,JIOFIN,2026-08-17,30336002,JIOFIN26AUG287.5PE,287.5,PE,2026-08-25,49.89,49.89,49.89,49.89,0,0,249.75
95438,JIOFIN,2026-08-17,28806146,JIOFIN26AUG290CE,290,CE,2026-08-25,0.2,0.25,0.15,0.2,3423950,3398100,249.75
95439,JIOFIN,2026-08-17,28807682,JIOFIN26AUG290PE,290,PE,2026-08-25,41.5,41.5,41.5,41.5,2350,204450,249.75
95440,JIOFIN,2026-08-17,28807938,JIOFIN26AUG295CE,295,CE,2026-08-25,0.15,0.2,0.1,0.15,975250,1050450,249.75
95441,JIOFIN,2026-08-17,28825602,JIOFIN26AUG295PE,295,PE,2026-08-25,30,30,30,30,0,23500,249.75
95442,JIOFIN,2026-08-17,28825858,JIOFIN26AUG300CE,300,CE,2026-08-25,0.15,0.15,0.1,0.15,672100,2749500,249.75
95443,JIOFIN,2026-08-17,28826114,JIOFIN26AUG300PE,300,PE,2026-08-25,54,54,54,54,23500,368950,249.75
95444,JIOFIN,2026-08-18,28780034,JIOFIN26AUG195PE,195,PE,2026-08-25,0.1,0.1,0.05,0.05,11750,131600,245.8
95445,JIOFIN,2026-08-18,28780290,JIOFIN26AUG200CE,200,CE,2026-08-25,46.55,46.7,46.3,46.3,30550,216200,245.8
95446,JIOFIN,2026-08-18,28780546,JIOFIN26AUG200PE,200,PE,2026-08-25,0.1,0.1,0.05,0.05,246750,444150,245.8
95447,JIOFIN,2026-08-18,30315266,JIOFIN26AUG202.5PE,202.5,PE,2026-08-25,0.15,0.15,0.15,0.15,0,4700,245.8
95448,JIOFIN,2026-08-18,28781058,JIOFIN26AUG205PE,205,PE,2026-08-25,0.1,0.1,0.1,0.1,0,49350,245.8
